Domaine;Titre;Sous_Titre;Référence_Reglementaire;ID_Article;Exigence;Documents_Justificatif;Lien_1;Lien_2;Lien_3;Lien_4;Derniere_verification_JO
Déchets;Sites de traitement des déchets;0;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d emballage; Art. 8";23;Si l installation est une installation de traitement des déchets d emballage, elle reprend, recueille et redirige les déchets d emballage pour le recyclage, la réutilisation ou l élimination conformément aux régles indiquées dans le livre de régles (charges de Cahier Des).;nan;0;0;0;0;18/07/2026
Déchets;Sites de traitement des déchets;0;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d emballage; Art. 4";24;Si l installation effectue la récupération de ses déchets d emballage, il a obtenu une autorisation préalable de l autorité compétente.;* Autorisation pour la récupération des déchets d emballage;0;0;0;0;18/07/2026
Déchets;Sites de traitement des déchets;0;"Décret exécutif 04-410 du 14 décembre 2004 sur les régles régissant le fonctionnement des installations de traitement des déchets et les conditions d acceptation des déchets dans ces installations; Art. 19";25;En cas de fermeture, l exploitant d un site de traitement des déchets a informé l autorité compétente six mois avant la date de fermeture, et a soumis un dossier contenant des informations relatives au site.;* Notification de fermeture d un établissement classée * Fichier contenant des informations sur le site de traitement des déchets;0;0;0;0;18/07/2026
Déchets;Sites de traitement des déchets;0;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l élimination des déchets; Art. 43";26;En cas de fermeture du site de traitement des déchets, l installation a corrigé le site.;* Rapport d assainissement;0;0;0;0;18/07/2026
Déchets;Sites de traitement des déchets;0;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l élimination des déchets; Art. 43";27;En cas de fermeture du site de traitement des déchets, l installation conserve le site pour la période indiquée dans la notification de la fermeture du site.;* Notification de fermeture d un établissement classée;0;0;0;0;18/07/2026
Produits Sensibles;Emballage chimique;0;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particuliéres applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 5";1;L installation garantit que toutes les substances, matériaux et préparations dangereux sont conservés dans des emballages solides, résistants aux fuites et appropriés.;nan;0;0;0;0;18/07/2026
Produits Sensibles;Emballage chimique;0;"Ordonnance ministérielle du 2 novembre 2000 sur le transport routier de solides inflammables, matériaux combustibles spontanément, substances qui en contact avec l eau, émettent des gaz inflammables; Chapitre 2; Section 1";2;Si la société transporte les matériaux dangereux de la classe 4, il correspond à ces matériaux conformément aux dispositions d emballage énoncées dans le chapitre 2, la section 1 de l Ordre ministériel du 2 novembre 2000 sur le transport routier de solides inflammables, des matériaux combustibles spontanément, des substances qui en contact avec l eau, émettent des gaz inflammables,;nan;0;0;0;0;18/07/2026
Produits Sensibles;Étiquetage chimique;0;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particuliéres applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 6";3;Les matiéres dangereuses, produits ou substances de l installation sont étiquetées et correctement marquées de maniére à permettre leur identification.;nan;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Décret exécutif 97-254 du 8 juillet 1997 concernant l autorisation antérieure à obtenir pour la fabrication et l importation de produits toxiques; Art. 4";1;L installation n importe, ne fabrique pas ou ne distribue pas des produits de consommation qui contiennent des substances interdites.;nan;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Décret exécutif 97-254 du 8 juillet 1997 concernant l autorisation antérieure à obtenir pour la fabrication et l importation de produits toxiques; Art. 1";2;Si l installation importe, fabrique ou distribue des produits de consommation avec des attributs toxiques ou qui sont susceptibles de générer un risque spécifique, il a obtenu une autorisation valide préalable du ministre du commerce.;* Autorisation pour l importation, la fabrication ou la distribution de produits de consommation avec des attributs toxiques ou qui sont susceptibles de générer un risque spécifique;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Ordonnance interministérielle du 19 juin 2014 établissant les conditions et procédures pour l acquisition de produits chimiques et de matériaux dangereux du marché local par des personnes naturelles ou légales dont les activités professionnelles ou personnelles nécessitent l utilisation occasionnelle de ces matériaux et produits chimiques; Art. 9";3;Si la société est accréditée par le ministre de l Énergie pour la fourniture de produits chimiques et de matériaux dangereux ainsi que des conteneurs de gaz sous pression sur le marché local en Algérie, il soumet des copies des autorisations des acheteurs de ces matériaux à la Direction de l énergie locale.;* Copies des autorisations des acheteurs de produits chimiques et de matériaux dangereux;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Ordonnance interministérielle du 28 décembre 1997 établissant la liste des produits de consommation susceptibles de créer un risque de toxicité et les listes de substances qui utilisent sont interdites pour la fabrication de ces produits; Art. 3 et art. 6";4;Si l installation fabrique ou importe des produits de consommation présentant un risque de toxicité ou un risque spécifique, il a soumis la totalité des formules de ces produits au centre anti-poisson de la bonne maniére.;* Preuve de la soumission de produits de consommation avec des attributs toxiques ou qui sont susceptibles de générer un risque spécifique * Déclaration de la formule des produits à risque de toxicité pour le centre antipoison;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Ordonnance interministérielle du 19 juin 2014 établissant les conditions et procédures pour l acquisition de produits chimiques et de matériaux dangereux du marché local par des personnes naturelles ou légales dont les activités professionnelles ou personnelles nécessitent l utilisation occasionnelle de ces matériaux et produits chimiques; Art. 12 Ordonnance interministérielle du 25 novembre 2015 établissant la liste et la classification des matiéres dangereuses et des produits chimiques; Art. 2";5;Si la société a acquis des produits chimiques et des matériaux dangereux ou des conteneurs de gaz sous pression sur la base d une autorisation du Walli de la juridiction, il informe immédiatement le Walli lorsqu il arrête ses activités.;* Copie de la notification envoyée au WALI de la juridiction sur l arrêt des activités de l entreprise contenant des produits chimiques et des matériaux dangereux;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Ordonnance interministérielle du 28 décembre 1997 établissant la liste des produits de consommation susceptibles de créer un risque de toxicité et les listes de substances qui utilisent sont interdites pour la fabrication de ces produits; Art. 9";6;L installation n importe pas, ne fabrique pas ou ne distribue pas des produits de consommation qui contiennent des substances réglementées en quantités qui dépassent les seuils pertinents.;nan;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Décret exécutif 03-451 du 01 décembre 2003 sur les régles de sécurité qui s appliquent aux activités liées aux matiéres dangereuses et aux produits chimiques ainsi qu aux navires sous pression; Art. 9 Ordonnance interministérielle du 25 novembre 2015 établissant la liste et la classification des matiéres dangereuses et des produits chimiques; Art. 2";7;Si l installation acquiert des matiéres dangereuses et / ou des substances chimiques du marché local, elle se négocie uniquement avec des opérateurs qui ont obtenu une accréditation valide du ministére de l Énergie et des Mines.;nan;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Décret exécutif 03-451 du 01 décembre 2003 sur les régles de sécurité qui s appliquent aux activités liées aux matiéres dangereuses et aux produits chimiques ainsi qu aux navires sous pression; Art. 12 Ordonnance interministérielle du 1er août 2004 par rapport aux conditions et aux modes d achat sur les produits et matériaux chimiques dangereux sur les marchés externes; Art. 2 Ordonnance interministérielle du 25 novembre 2015 établissant la liste et la classification des matiéres dangereuses et des produits chimiques; Art. 2";8;Si l installation acquiert des matiéres dangereuses et / ou des substances chimiques d un marché étranger, il a obtenu un visa valide pour ce faire.;* Visa pour l acquisition de substances chimiques dangereuses sur le marché étranger;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Décret exécutif 03-451 du 01 décembre 2003 sur les régles de sécurité qui s appliquent aux activités liées aux matiéres dangereuses et aux produits chimiques ainsi qu aux navires sous pression; Art. 21 Ordonnance interministérielle du 25 novembre 2015 établissant la liste et la classification des matiéres dangereuses et des produits chimiques; Art. 2";9;En cas de vol ou de disparition de substances chimiques dangereuses et / ou de navires de pression de gaz, l installation a informé les services de sécurité compétentes et le service d énergie et d exploitation miniére du gouvernorat (Wilayah) sans retard.;* Notification du vol ou des substances dangereuses de la disparition;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Ordonnance interministérielle du 28 décembre 1997 établissant la liste des produits de consommation susceptibles de créer un risque de toxicité et les listes de substances qui utilisent sont interdites pour la fabrication de ces produits; Art. 5";10;Si l installation a changé la formule des produits de consommation avec un risque de toxicité ou un risque spécifique qu il importe ou fabrique, il a fait une nouvelle déclaration au centre anti-poisson.;* Déclaration de la formule des produits à risque de toxicité pour le centre antipoison;0;0;0;0;18/07/2026
Produits Sensibles;Utilisation et commercialisation des restrictions / interdictions;0;"Ordonnance interministérielle du 8 juillet 2014 établissant les conditions et procédures d accréditation des entreprises et des activités de conduite du personnel qui nécessitent l utilisation de produits chimiques et de matériaux dangereux ainsi que des conteneurs de gaz sous pression; Art. 12";11;Si l installation produit, utilise, vend ou stocke des produits chimiques et / ou des matériaux dangereux ainsi que des conteneurs sous pression, il reléve mensuel à la Direction de l énergie locale sur les matiéres dangereuses qu ils ont utilisées / gérées pendant ce mois.;* Des copies des rapports mensuels à la Direction de l énergie locale sur les matiéres dangereuses vendues, produites, utilisées ou stockées;0;0;0;0;11/07/2026
